semaforo,localizacao1,localizacao2,bairro,latitude,longitude,tipo,funcionamento,,
644,Rua Barão de Souza Leão,Rua 20 de Janeiro,IMBIRIBEIRA,-8.133081,-34.913173,E/Git,Veic.C/Ped.Paral.,1,
645,Av. Mauricio de Nassau,Em frente ao Hospital Fundação Altino Ventura,IPUTINGA,-8.036300,-34.936960,E,Ocasional/Ped.,1,
646,Av. 17 de Agosto,Rua Engenheiro Oscar Ferreira,CASA FORTE,-8.030863,-34.924507,E/Git,Veicular,1,
647,Estrada do Arraial,EEm frente ao Nº 4715,CASA AMARELA,-8.027890,-34.924095,E/Git,Ocasional/Ped.,1,
648,Rua Antonio Falcão,Rua Gal. Edson A. Ramalho,BOA VIAGEM,-8.113374,-34.900106,E/Git,Veicular,1,
649,Rua João Tude de Melo,Rua Virgínia Loreto,PARNAMIRIM,-8.035838,-34.909644,E/Git,Veicular,1,
650,Av. Gov. Agamenon Magalhães,Em frente ao Hospital da Restauração,DERBY,-8.054795,-34.897674,E/Git,Ocasional/Ped.,,
651,Rua João Sales,Av. Prof. Antônio Coelho,CIDADE UNIVERSITÁRIA,-8.039950,-34.944695,E/Git,Veic.C/Ped.,,
652,Av. Mário Álvares Pereirade Lyra,Rua Mauricéa,IPUTINGA,-8.046996,-34.940548,E/Git,Veic.C/Ped.,,
653,Rua Estado de Israel,Rua Lins Petit,ILHA DO LEITE,-8.062788,-34.895284,E/Git,Veicular,,
654,Av. São Paulo,Rua Construtor Luiz Carvalhedo,JARDIM SÃO PAULO,-8.082019,-34.939725,E/Git,Veic.C/Ped.,,
655,Estrada da Ubaias,Rua Conselheiro Nabuco,CASA AMARELA,-8.029123,-34.917341,E/Git,Veic.C/Ped.,,
656,Av. João de Barros,Rua da Hora,ESPINHEIRO,-8.042068,-34.891063,E/Git,Veicular,,
657,Av Herculano Bandeira ,Rua Nogueira de Souza,PINA,-8.085877,-34.888019,E/Git,Veicular,,
658,Av. República Árabe Unida,Rua Nogueira de Souza,PINA,-8.086776,-34.888969,E/Git,Veicular,,
659,Rua Manoel de Brito,Av. República Árabe Unida,PINA,-8.087144,-34.888434,E/Git,Ocasional/Ped.,,
660,Av. Herculano Bandeira,Rua Arquiteto Augusto Reinaldo,PINA,-8.085393,-34.888464,E/Git,Veicular,,
661,Av. Saturnino de Brito,Largo do Cabanga,CABANGA,-8.079534,-34.892795,E/Git,Ocasional/Ped.,,
662,Largo do Cabanga,Sentido Boa Viagem (Pista Leste),CABANGA,-8.080363,-34.892198,E/Git,Ocasional/Ped.,,
663,Av. Boa Viagem,Rua Henrique Capitulino,BOA VIAGEM,-8.110297,-34.889290,E/Git,Veic.C/Ped.Paral.,,
664,Av. João de Barros,Rua Arthur Azevedo,ENCRUZILHADA,-8.037775,-34.891463,E/Git,Veic.C/Ped.Paral.,,
665,Av. Norte Miguel Arraes de Alencar,Rua Alfredo de Castro,ENCRUZILHADA,-8.039094,-34.890392,E/Git,Veic.C/Ped.Paral.,,
666,Rua Castro Alves,Rua José de Sá Carneiro,ENCRUZILHADA,-8.037776,-34.889820,E/Git,Veicular,,
667,Av. General Mac Arthur,Sob a Estação do Metrô Antônio Falcão,IMBIRIBEIRA,-8.109476,-34.909099,E/Git,Ocasional/Ped.,,
668,Rua Floriano Peixoto,Ao lado da Casa da Cultura,SÃO JOSÉ,-8.065816,-34.882460,E/Git,Ocasional/Ped.,,
669,Av. Dom João VI,Rua José da Silva Lucena,BOA VIAGEM,-8.115932,-34.904450,E/Git,Ocasional/Ped.,,
670,Av. Dom João VI,Rua Padre Carapuceiro,BOA VIAGEM,-8.115911,-34.903887,E/Git,Ocasional/Ped.,,
671,Av. Norte Miguel Arraes de Alencar,Rua Cel. João Batista do Rêgo Barros ,MACAXEIRA,-8.016282,-34.930492,E/Git,Veic.C/Ped.Paral.,,
672,Av. Gov. Agamenon Magalhães,Rua Dr. João Asfora,ILHA DO LEITE,-8.063911,-34.897110,E/Git,Veic.C/Ped.Paral.,,
673,Av. Gal. Mac. Arthur,Em Frente ao Le Parc Residencial Resort,IMBIRIBEIRA,-8.111700,-34.903530,E/Git,Ocasional/Ped.,,
674,Av. Cruz Cabugá,Rua Dr. Pedro Afonso,SANTO AMARO,-8.051000,-34.879430,E/Git,Veic.C/Ped.Paral.,,
675,Rua Amélia,Rua Esmeraldino Bandeira,GRAÇAS,-8.045043,-34.898959,E/Git,Veicular,,
676,Av. Norte ,Rua Oscar de Barros,CASA AMARELA,-8.021898,-34.915835,E/Git,Veic.C/Ped.Paral.,,
677,Av. Norte ,Rua Bella Vista,ALTO JOSÉ DO PINHO,-8.024274,-34.911355,E/Git,Veic.C/Ped.Paral.,,
678,Rua Jenner de Souza ,Praça do Derby,DERBY,-8.055926,-34.900089,E/Git,Veic.C/Ped.Paral.,,
679,Av. Conde da Boa Vista,Rua José de Alencar,BOA VISTA,-8.058862,-34.887720,E/Git,Veic.C/Ped.Paral.,,
680,Av. Conde da Boa Vista,Em Frente a Faculdade Fafire,BOA VISTA,-8.058165,-34.888872,E/Git,Veic.C/Ped.Paral.,,
681,Av. Conde da Boa Vista,Rua das Ninfas,BOA VISTA,-8.057143,-34.891121,E/Git,Veic.C/Ped.Paral.,,
682,Av. Conde da Boa Vista,Rua Padre Inglês,BOA VISTA,-8.056161,-34.894186,E/Git,Veic.C/Ped.Paral.,,
683,Av. Conde da Boa Vista,Entre a Rua do Hospício e a Rua Gervásio Pires,BOA VISTA,-8.060132,-34.885366,E/Git,Veic.C/Ped.Paral.,,
684,Av. Gov. Agamenon Magalhães,Sob o viaduto da Av. Norte sentido Olinda,SANTO AMARO,-8.042644,-34.884697,E/Git,Veic.C/Ped.Ocas.,,
685,Av. Gov. Agamenon Magalhães,Sob o viaduto da Av. Norte sentido Boa Viagem,SANTO AMARO,-8.042262,-34.884735,E/Git,Veic.C/Ped.Ocas.,,
686,Av. Conselheiro Rosa e Silva,Rua Neto de Mendonça,TAMARINEIRA,-8.035935,-34.902039,E/Git,Veicular,,
687,Av. Abdias de Carvalho,Giro à esquerda no sentido cid/sub (antes do semáforo nº 058) ,TORRÕES,-8.060656,-34.924857,E/DIG,Veicular,,
688,Av. Abdias de Carvalho,Giro à esquerda no sentido sub/cid (antes do semáforo nº 058) ,TORRÕES,-8.060329,-34.926337,E/DIG,Veicular,,
689,Av. Beira Rio,Rua Demóstenes Olinda,MADALENA,-8.050027,-34.904887,E/Git,Veic.C/Ped.Paral.,,
690,Av. Beira Rio,Em frente ao Ed. Príncipe Verona nº 55,MADALENA,-8.052819,-34.904839,E/Git,Veicular,,
691,Av. Beira Rio,Em frente ao Ed. Uirapuru nº 666,MADALENA,-8.050119,-34.904914,E/Git,Veicular,,
692,Av. Beira Rio,Em frente ao Ed. Beira Rio nº 284,MADALENA,-8.048149,-34.904241,E/Git,Veicular,,
693,Av. Gal. San Martin,Entrada e Saída do Atakarejo,SAN MARTIN,-8.060979,,-34.925918,E/DIG,Veic.C/Ped.Paral.,
694,Rua Pe. Roma,Rua Tito Rosa,PARNAMIRIM,-8.033700,-34.906600,E/Git,Veic.C/Ped.Paral.,,
695,Rua Pe. Roma,Rua Sebastião Malta Arcoverde,PARNAMIRIM,-8.033240,-34.907010,E/Git,Veic.C/Ped.Paral.,,
696,Rua da Harmonia,Rua Conselheiro Nabuco,CASA FORTE,-8.030235,-34.914829,E/Git,Veic.C/Ped.Ocas.,,
697,Rua Ribeiro de Brito ,Rua Cel. Anízio Rodrigues Coelho,BOA VIAGEM,-8.123012,-34.907169,E/DIG,Veic.C/Ped.Paral.,,
698,Rua Bruno Veloso,Rua Cel. Anízio Rodrigues Coelho,BOA VIAGEM,-8.120888,-34.907173,E/DIG,Veic.C/Ped.Paral.,,
699,Rua Bruno Veloso,Rua Agenor Lopes,BOA VIAGEM,-8.120730,-34.905907,E/DIG,Veic.C/Ped.Paral.,,
700,Rua Bruno Veloso,Av. Visconde de Jequitinhonha (Shopping Recife),BOA VIAGEM,-8.120945,-34.903978,E/DIG,Veic.C/Ped.,,
701,Rua Bruno Veloso,Saída do Shopping,BOA VIAGEM,-8.121213,-34.901983,E/DIG,Veic.C/Ped.Paral.,,
702,Rua Senzala,Rua Dois Irmãos,DOIS IRMÃOS,-8.019080,-34.940980,E/DIG,Veicular,,
703,Av. República Árabe Unida,Av. República do Líbano,PINA,-8.085600,-34.890100,E/DIG,Veic.C/Ped.Ocas.,,
704,Av. Recife,Rua Maestro Alcides Leão,ESTÂNCIA,-8.081990,-34.933240,E/DIG,Veic.C/Ped.Paral.,,
705,Av. Recife,Rua Laura Bandeira de Melo,ESTÂNCIA,-8.078840,-34.934080,E/DIG,Veic.C/Ped.Paral.,,
706,Av. Dr. José Rufino,Após a Rua Pe. Nóbrega,BARRO,-8.092651,-34.939130,E,Veic.C/Ped.Paral.,,
707,Av. Dois Rios,Ladeira da Cohab,IBURA,-8.119848,-34.943391,E/Git,Veicular,,
708,Travessa Pe. Carapuceiro,Portão de Acesso de pedestre Shopping Recife,BOA VIAGEM,-8.11715,-34.901720,E/Git,Pedestre,,
709,Av. Domingos Ferreira,Rua Uniflor,PINA,-8.09106,-34.884799,E/Git,Ocasional/Ped.,,
710,Av. Eng. José Estelita,Em frente ao edifício Mirante do Cais,CABANGA,-8.077084,-34.890929,E/Git,Ocasional/Ped.,,
711,Av. Gov. Agamenon Magalhães,Rua Jose Luis da Silveira Barros,ESPINHEIRO,-8.047039,-34.892057,E/Git,Veic.C/Ped.Paral.,,
712,Rua Dom Manuel de Medeiros,Saída da Praça Farias Neves,DOIS IRMÃOS,-8.016135,-34.944973,E/Git,Veicular,,
